ID,Probability,Mean,Sigma,Mean_Error,Sigma_Error,Determinant
310.0,0.4007348643413029,3.660408114058235,0.44640101887027867,0.02065003316754976,0.014120608134323125,8.495002324722412e-08
312.0,0.593582716006219,6.9351781528679695,0.2998314843395322,0.013871155551280379,0.009657602140111106,1.7941366201966042e-08
314.0,0.7836201650355108,5.946330460502845,0.2309229357128856,0.010543520693543878,0.007335662274212656,5.978568769697607e-09
315.0,0.24420267824943181,4.3097546926158,0.7502829869702847,0.0327134373871341,0.024358437319413565,6.350094596640105e-07
316.0,0.6157252509303746,5.167529582472081,0.2927053549303671,0.013174895871940744,0.009442634972320908,1.5475972665848358e-08
317.0,0.6965250828547689,6.362026453653452,0.26198583760583405,0.01168752259043911,0.008534213581596726,9.949809781853042e-09
318.0,0.47498491151230593,5.444459950762381,0.387839147936207,0.01722577899961278,0.012334102893308212,4.510114385066535e-08
319.0,0.44147135512117486,6.540204310058048,0.41242737830463533,0.01865449279315585,0.01325975653320709,6.106804260921954e-08
320.0,0.5754760429339933,5.101619905449207,0.3160604494002165,0.013928251827189977,0.01040670064220082,2.100954053971038e-08
321.0,0.6108418618837159,4.65167334613193,0.29623344004811036,0.013407139705488607,0.009665569835836295,1.678927650206432e-08
322.0,0.3385213976307685,5.6469017454930945,0.5332794267954704,0.02411411215918336,0.01648675111822321,1.5804758463844665e-07
323.0,0.5189229199529313,5.2548651442490115,0.3519229701893881,0.015164971128265179,0.011450739847026234,3.014924433026555e-08
324.0,0.3790529768625986,4.539907215983068,0.48423745235623517,0.022203779370310272,0.015028975138836857,1.1136145009407782e-07
325.0,0.6874085658130965,3.949896278402896,0.26573793066325374,0.011646887404806896,0.008727156509697097,1.0322000617977146e-08
326.0,0.6557937800610362,6.46753238158745,0.27554508517259596,0.012500424660902832,0.00876839661714287,1.2008595335175527e-08
327.0,0.8814749431798229,4.728597601112619,0.20651245398503146,0.009343781831627365,0.006521406458367362,3.7002328304246217e-09
328.0,0.3235182556631967,5.711273592657542,0.562320502009983,0.02530246773761619,0.017980054028303723,2.069894292764428e-07
330.0,0.3229404407594225,2.989933491740618,0.5579478121146624,0.0247822741957068,0.017488142510404737,1.878189664149022e-07
331.0,0.34445920250874257,5.701892024349222,0.5229150831445608,0.02309771607586019,0.016909600655569818,1.5255894092819165e-07
333.0,0.33662975860473293,5.95545848230101,0.5402361422668542,0.023958504489797465,0.01696062312585396,1.6513197133339778e-07
334.0,inf,4.21129181434184,0.03712335645987277,inf,inf,inf
335.0,0.3985762794277866,5.524791531228586,0.4505693927121258,0.020563354486338566,0.014288301201262637,8.618252598911291e-08
336.0,0.6247555083676669,4.826582588076087,0.2926222418244436,0.013036066991539004,0.009346494489224541,1.4846065289371669e-08
337.0,0.35691945872089265,4.308683198235538,0.5075336234482677,0.023624721894212934,0.01610595396744031,1.447292780657833e-07
339.0,inf,4.300531269866774,0.032259253010850315,inf,inf,inf
341.0,0.43521170710754736,5.137624377367806,0.4223001642405934,0.01855109361796456,0.013264770846674236,6.055757039259905e-08
342.0,0.3735190863124366,6.122505916189879,0.4842201222445259,0.0214639199928644,0.015503626796650873,1.1074384807117677e-07
343.0,0.7509128505720865,5.465443911780169,0.24341880532562055,0.01099250966273676,0.00766107325984623,7.092005088840655e-09
346.0,0.47858701919085933,4.688835388740848,0.382306011107662,0.016860459776764015,0.012101688537926628,4.161892494868645e-08
347.0,0.4519711795794944,4.963524997823202,0.4033300412480677,0.01835768347816069,0.012889407826933454,5.599153187422392e-08
348.0,0.45053715118909754,5.833214994449189,0.39945306483205856,0.018156583992869135,0.012804991909403951,5.4059147149232176e-08
349.0,0.39947566459066614,7.692318305811546,0.4510128213388011,0.020186336860037124,0.014348811084457595,8.381249738603647e-08
352.0,0.4527614670750137,4.930868644763842,0.3974895682475122,0.01802317552906418,0.013039023184122324,5.521944611217888e-08
353.0,0.5010933097383784,5.7213762766015535,0.3566718424801922,0.016182450200346508,0.01163857409832964,3.546542678158237e-08
356.0,0.4595319045859578,5.167667229977202,0.3954828581066056,0.017759043146104693,0.012626871507604767,5.0267041062356077e-08
358.0,0.5826342989339937,5.545000311513884,0.3151844685557316,0.014299405427030072,0.009654808943829592,1.905894807840483e-08
359.0,0.4490742696349637,6.117977542848876,0.4094160553644855,0.018694478711994682,0.012941483088703215,5.836584206799073e-08
360.0,0.4115379847743696,4.617581090686447,0.44323037880828653,0.02007735826077027,0.013707383599821318,7.574692585337765e-08
361.0,0.4399720600295427,6.882630804727388,0.4118213189249322,0.018768520714426553,0.013378950724615733,6.305764209912827e-08
366.0,0.4224419465738797,4.870520921117391,0.432592187697795,0.01962252261433727,0.01345132566370254,6.963554079702489e-08
369.0,0.4970113607430128,5.474047470583387,0.36846542467577664,0.016333450434572155,0.011916697976130613,3.7798670048450146e-08
372.0,0.5431979875705337,5.42202986916316,0.33780089967527804,0.015183424381054857,0.010664825154600405,2.6171103448915114e-08
377.0,0.2790518789617367,5.201016884306688,0.6422718805923754,0.029709265201404923,0.020680056217822398,3.775069956358528e-07
378.0,0.5903259616755434,3.260317230980482,0.3091245456902075,0.013736892851841752,0.009791337370585039,1.808993985972127e-08
382.0,0.43295939139922957,4.507502869542313,0.4191103906025618,0.018714929342037095,0.013329561684224243,6.223439914600413e-08
383.0,0.18416821628476807,5.056702560931066,0.9899580426440988,0.04535493391311375,0.032442299473071416,2.16416901559404e-06
384.0,0.4320662921238706,6.157640218826903,0.42517023470286414,0.018768277074402324,0.013626300567148338,6.538842010259424e-08
386.0,0.37987562021535365,5.853642735672003,0.4829044445593598,0.021434812011972736,0.015316809670614438,1.0779599056228802e-07
387.0,0.383189926623631,5.406085470805197,0.47264254707364056,0.021260055649358903,0.014629070548347401,9.655970377444632e-08
388.0,0.6399317092314847,6.884651567022661,0.28137407917668683,0.012806379584780404,0.009153550854325298,1.3742524747064719e-08
391.0,0.38126329601290254,4.832209568531288,0.4821898316930587,0.021345217627061826,0.015444518292115614,1.0865357019482048e-07
393.0,0.18320029195202267,5.3507109617976,1.035940966917217,0.0491698581710013,0.033131339024019414,2.6536741493578242e-06
394.0,0.5966941227452986,6.613479774549609,0.2965236498935246,0.01333915215566687,0.009160261549641101,1.4927384610916023e-08
395.0,0.4107450032941293,4.137222092495322,0.4424214698592711,0.02023931046572222,0.013758430435010701,7.747551943478323e-08
399.0,0.5014949956482981,6.194002941301954,0.3576411940606104,0.01589381411107959,0.01174783043521767,3.4844278562291864e-08
