ID,Gamma,Location,Alpha
41.0,3.1195602179263284,4.662853904010965,1.2561633548762732
42.0,1.5556940859492987,4.555198441763578,0.6990616407533627
43.0,1.7798876870147282,4.675502089543901,0.7584596776331178
44.0,391252.1915684565,-5687.624890814866,5695.623218104231
45.0,0.9999300151704009,7.999999597028959,1.777431031001679e-15
46.0,1.9414036454327845,4.366644193925101,1.2372509646477061
47.0,2.3646028796229523,4.820243287135852,1.3384404465617012
48.0,2.5105799839520326,4.520032647689344,1.0876191794215337
49.0,0.6422966070228198,5.244176233352849,0.8769690942037007
50.0,2.6230408456719028,3.7043408619633023,0.7693844663931744
51.0,60254990.471219555,-19710489.87021654,19710497.614995547
52.0,28433.507873969545,-5.466596314128445,13.466521444966247
53.0,2.324162280195143,4.167609363515073,1.340884753864402
54.0,1.9320249596163326,5.88568031264991,0.37733081616233277
55.0,17.48760225209277,2.8631906347832725,4.847730820912156
56.0,0.9999300151859023,7.999999974651969,5.74996719132981e-15
57.0,1.0000000000019402,7.9999998756754325,9.325873406816848e-16
58.0,2.286081705352321,4.711333749844686,0.7486773200019383
59.0,1.679342505618409,4.464307468634175,0.8294837911655625
60.0,1.1392935137592786,4.208117465209059,0.07928977363806738
61.0,1.7898390368027406,3.9810877407320686,1.3616352051598546
62.0,1.3059302375613,4.66908492918915,0.417623435757416
63.0,2.481265860942724,4.251771222935329,0.9407515477211122
64.0,1.0000000000019402,7.999999959518793,9.325873406816848e-16
65.0,0.777144547102689,2.4795076598300865,0.42173225552615257
66.0,2.299811346147187,5.71515263291176,0.970989698679372
67.0,2.7297832955796344,6.237209390626385,1.1614284817515133
68.0,2300815858.0852785,-11529467.00467141,11529475.004538244
69.0,1.5774104291865312,3.2192585162689706,1.4610894788907425
70.0,1.5486625802183194,5.441245040764528,0.5306291093307471
71.0,2.2045410768131832,3.668434146833078,1.9836971352821209
72.0,1.0000000000034492,7.999999687407129,9.325873406813018e-16
73.0,3.0434376530102485,3.996768210337822,1.1012400394958757
74.0,0.9999300151900381,7.999999930848937,1.1445905443527813e-15
75.0,4.679959783685215,4.001440145718124,1.6021934128607254
76.0,317513403.40440375,-44851581.46325034,44851589.43642461
77.0,2.671577900086562,4.066381212846754,1.5103546986730172
78.0,1.0000000000019402,7.99999995275718,9.325873406816848e-16
79.0,0.9999300151507355,7.999999631285533,8.884923000669618e-16
80.0,2.310443485951604,3.7067272203569335,0.9925205171146612
81.0,1.9070950208578497,4.8538417680388175,1.0506987931805396
82.0,0.9999300151692099,7.999988588172848,2.2058162048763065e-15
83.0,2.3382006603153203,4.674322656412999,1.2271488832178754
84.0,2.4403225494322474,4.498473999845346,1.13754382928995
85.0,0.9999300151507355,7.99999867599827,8.884923000669618e-16
86.0,1.0000000000040963,7.999999668119697,9.325873406844612e-16
87.0,0.999930015158087,7.9999963729986945,8.885053031979192e-16
88.0,2.910001019870627,5.648201352963911,1.3265786440152607
89.0,0.9554396719438931,4.253009701155523,0.012937810124249573
90.0,0.9999300151620085,7.999999059499508,8.884398990726989e-16
91.0,4.3675726803047485,5.8994507231943665,1.6268150568325437
92.0,2.22338657747818,3.837241754690507,1.4406864301299958
93.0,3.1550710929508043,5.078894552098585,0.7508031598160428
94.0,1.3647573261004107,4.372725189391618,0.5225013011624049
95.0,0.45586319250031326,4.471169881009723,0.12113362394466397
96.0,3.040383184187081,6.427002723318419,0.9089529930307402
97.0,2.538756810386775,5.536202367898658,1.1784772379397523
98.0,0.9999300151808126,7.9999989640451155,8.878755370168922e-16
99.0,1.0851800392322308,4.508496500499161,0.3206777903722161
100.0,0.45561699373642905,4.8132100884108535,1.2956707295601477
