,betaouter,nearpair,betanear,betafar,numfixedpointsnear,jnear,knear,strengthnear,C_AMDnear,EMcrossnear,numfixedpointsfar,jfar,kfar,strengthfar,C_AMDfar,EMcrossfar,numfixedpointsouter,jouter,kouter,strengthouter,C_AMDouter,EMcrossouter,unstableinNorbits,tlyap,megno,EMmednear,EMmaxnear,EMslopenear,EMrollingstdnear,Zcommednear,Zsepouternear,ZfreeICnear,ZfreeOCnear,Zfreenear,Zstarmednear,Zstarstdnear,Zstarslopenear,EMmedfar,EMmaxfar,EMslopefar,EMrollingstdfar,Zcommedfar,Zsepouterfar,ZfreeICfar,ZfreeOCfar,Zfreefar,Zstarmedfar,Zstarstdfar,Zstarslopefar,EMmedouter,EMmaxouter,EMslopeouter,EMrollingstdouter,Zcommedouter,Zsepouterouter,ZfreeICouter,ZfreeOCouter,Zfreeouter,Zstarmedouter,Zstarstdouter,Zstarslopeouter,testnear,testfar,testouter,KSpval,AMDerr,EMslopemax,Zstarslopemax
155,21.083161423622037,12,3.4208550980987686,18.712471361966134,3.0,45.0,2.0,0.04514927803312914,2.8257794153909046,0.030905930389638837,1.0,3.0,1.0,0.005389772597882223,0.011134077203223557,0.3803288053795616,3.0,5.0,2.0,0.0003554175187239472,0.010705583166176045,0.3389473905323793,False,125.3034093628642,70.33908897501752,0.6247126562086965,0.9554611342871926,0.4357825296732604,0.04675164935347316,0.0017214494433133909,0.39235185636735054,,0.6962108943523495,,,0.320225065131716,,0.020086168970586474,0.032258146130857,0.0137602179562837,0.0547723287330256,0.00045980428331207277,,,,,0.00039959082647954573,0.08711776070880861,0.00010359890887123678,0.03383228696810532,0.05134524758131392,0.024022924298523943,0.04255053364152093,0.0011353906597488285,0.28570088214722633,0.16117690336803536,,,,0.06140132117775385,,1.2900012430652044,1.9644869694823648,1.254588686480126,0.14355816610478422,0.08063814269774422,0.4357825296732604,0.00010359890887123678
159,14.545470207445968,12,6.448908752182032,14.585964553647957,3.0,11.0,2.0,0.9478563850554512,0.4012834131547469,0.14322576985972607,3.0,5.0,1.0,0.09404113186776812,0.4514300103874028,0.3251692070982833,1.0,3.0,1.0,0.01944053232712443,0.06892528342151197,0.15914917423605815,False,10000.0,2.7266373022887063,0.3007727082913425,0.3251842052229406,-0.0025542123160315158,0.016954821658158304,0.012937939158521016,0.3404998737278639,,,0.20309264862691656,0.3137492401668982,0.017712844297115313,-0.0007906970844894711,0.12834524599408598,0.17702001288534772,0.016666201352752055,0.02278884058518213,0.019178641711205632,0.14866906575665995,1.2611784122941352,,,,0.17074884073666224,,0.07718324377513969,0.1001378891733546,-0.022444589883345373,0.03398657487214216,0.012848986273296014,,,,,0.003797915524430751,0.013066170673466871,-6.220919528312637e-06,1.9870175526041929,2.62058561444777,0.6429374372603094,0.9571669235102976,0.07215813384712619,0.016666201352752055,-0.0007906970844894711
161,27.89153199189785,12,5.428147968497841,10.313136651711817,3.0,5.0,1.0,0.06477726709791548,0.4122120058367642,0.1708715244955818,3.0,3.0,1.0,0.296997842730031,0.7198968865381229,0.5310031827837015,3.0,2.0,1.0,0.015239585872142657,0.35091616981017804,0.3075757252216604,False,72.69914261729829,143.27141498621305,0.4637551885259854,0.5233394660758163,0.024124878128351013,0.031181711817328418,0.029973705934999494,0.3908982175442421,,0.9831982920438112,,,0.026027181367376463,,0.04372418637904976,0.08176795235953553,0.002743132781631398,0.12763330560642022,0.028051398569823367,0.1108977380693412,1.6818173547176642,,,,0.1072895454369138,,0.1987692642062487,0.2740517876204288,-0.0109582937934771,0.05622989992315452,0.06950108600369674,0.5376424015710722,0.4388301524487052,,,,0.030058235654507326,,2.7561021539827637,2.9897054735833377,2.05762138683426,0.04667764677246189,0.15607107527440411,0.024124878128351013,
162,26.67398596594473,12,7.952226980241621,10.309731291990829,3.0,7.0,2.0,0.05225206178982115,0.6071126411220187,0.24453380564021684,3.0,3.0,1.0,0.026101889828813483,8.795132242107794,0.5880375232463962,3.0,2.0,1.0,1.598901756772416,2.947358302051853,0.2760099533250309,False,812.0950649583671,12.302195816301866,0.4001242508393832,0.4221839950517185,0.01738460916804837,0.008890073014312225,0.07292759807966823,0.4158558519802753,,,0.16820128533392842,0.4128227869361279,0.04473077982157592,-0.017888024455580208,0.08256763512802434,0.18379596349333915,0.06475411017595896,0.013991835115458186,0.06161968202905964,0.23229308477136285,0.9376603875053204,,,,0.1129488030771706,,0.19434559774959606,0.25469772515512235,-0.006335961638755031,0.0141755348102118,0.10721742665658783,0.17443147902410466,,0.756293712054103,,,0.21180029446139087,,2.1289685952389688,3.8418140071435833,0.21840248751234453,0.07742034064789592,0.016854376562637594,0.06475411017595896,-0.017888024455580208
165,33.81398858392627,12,11.103398539143246,15.725633504912627,3.0,2.0,1.0,0.1414959278219882,1.7092048948919238,0.5538689065141537,3.0,2.0,1.0,0.2662758157662721,117.82263345739565,1.4399656350030536,,,,,41.64557892081439,0.5702519207213629,False,10000.0,2.0037822693288843,0.17117799805361508,0.17977654173107002,0.0020818776196873147,0.01518688656813729,0.2973954860789177,0.3466611933345972,1.0768475776812565,,,,0.15221586469852807,,0.1348310352794106,0.17803438181505074,0.021020915193535456,0.0070346131378044175,0.2275578890566805,0.14878818040762273,1.199513950445708,,,,0.11520316055751535,,0.4719914939933722,0.4842222074368451,0.006549993352223162,0.005643789318795053,,,,,,,,,2.6013912782202087,3.6890246907417055,2.2925519743155665,8.877113882858151e-14,0.004083097830824776,0.021020915193535456,
166,25.92682282294925,12,4.164015501828034,20.30333252947224,3.0,19.0,1.0,1.3855251535566364,23.87104974147729,0.03672773830820652,1.0,4.0,1.0,0.00709703512777443,0.26117700477471345,0.2811212087278207,3.0,3.0,1.0,0.008790467011416293,0.35789199148499085,0.2357354408385271,False,9313.836480439395,2.910781062047382,0.7009486222670186,0.7431587608860591,-0.013899123245987143,0.009995232515095806,0.009343198458256523,0.6952839829988828,,,0.21168951086642326,0.6952230821628199,0.048098887141049235,-0.019394002749771082,0.2363909193224754,0.25704756925853817,-0.010699379385188472,0.0018094142106570565,0.03876989603326966,,,,,0.0009715812234205119,2.8059598380619133,-0.0005564640279400332,0.2783814124951573,0.3536623377370697,0.02362978829951761,0.003885126139859829,0.054220890242911865,0.5431175635763885,0.6881509082357061,,,,0.051571072463932166,,2.5126652514578427,0.02719884368219937,2.999570887238783,2.4221920866995e-10,0.0042070550899790905,-0.010699379385188472,-0.0005564640279400332
167,21.259087039430156,23,7.966370856765351,10.461123302190869,3.0,9.0,1.0,0.0804247419516832,8.487350902370869,0.1295460002001092,3.0,6.0,1.0,0.6644209253926705,1.2182445956361498,0.22306451687242454,1.0,4.0,1.0,0.009977693204220464,1.44065844283017,0.08279301299437802,False,10000.0,2.0412330971886496,0.5926293304456209,0.7499493550838153,-0.28033623641168554,0.004331705951241661,0.04906514911201214,0.7410553682661329,1.0211301328834017,,,,0.13488299357227415,,0.431312620844791,0.45693186769359,0.04691652192391086,0.0028682864613978148,0.03503883292200705,0.4314465126618983,,0.9698357780942174,,,0.019302990383131508,,0.530202300062713,0.5654604393103396,0.021945398706958573,0.002689831301957437,0.050077143415278136,,,,,0.002670161411267668,0.5178783087020666,-0.0010584212682255335,0.05625516659855071,3.173018759856878,1.4650953322799731,0.00016592709218375148,0.012854349074399498,0.04691652192391086,
168,10.438389396369626,23,3.1644645066382857,8.533256291254675,3.0,15.0,2.0,0.16662536652747306,4.173559369660893,0.33927848209410066,1.0,3.0,1.0,0.03839367149513825,0.6408287832238442,0.4740917073354558,,,,,0.01037927239407539,0.10066108508706917,False,255.6841166558507,38.09926991093858,0.025224730535223425,0.06459005645921971,-0.00550791713983117,0.3146752102001665,0.019219193610918284,0.04437207361263013,,,1.6143676136077103,0.03555835690814943,0.5569477502382564,0.0037375268814622297,0.055384419169004814,0.08993973153574393,0.008625291563417644,0.1029317867911578,0.014315338952782919,,,,,0.003847071123235725,0.06572458588605545,-0.00012504763523029606,0.26438091009892195,0.27787232573554305,0.01484712204141575,0.014992976592748241,,,,,,,,,3.7639170574591363,2.2638727500506945,3.2844280929394003,0.40310260702007866,0.040743510338450015,0.008625291563417644,0.0037375268814622297
169,10.941293268470865,12,5.881857286833021,7.217572491288013,3.0,13.0,2.0,0.031560832544858815,7.854117869534639,0.11575102684794035,3.0,6.0,1.0,0.014553714820743004,5.841637426835129,0.2513108390292184,3.0,7.0,2.0,0.7402466552613982,0.08288859518813492,0.1214964709145213,False,245.35127995980918,36.109972770454284,0.24309844610908746,0.3461161630326845,-0.0011512854054618995,0.03541295285413938,0.027271288310392286,0.3673180924483882,1.0737432625132497,,,,0.13612107477411214,,0.16297060224964136,0.2637430885816958,0.08292008813947455,0.02838215440060497,0.036019609717387345,0.17327372419235282,,,1.387785641491991,0.21203335739121434,0.18947331885564975,0.03851383290229606,0.35299424950131403,0.40492116983336296,0.0066024685168323,0.02222795793667852,0.02253616010726284,0.3804162302571769,,,0.5957316537926239,0.3605536222154195,0.019805904072533933,0.006064508508137758,3.7352102140532377,2.4971668489929773,3.4880494901103423,0.4980825850477164,0.1013182784596852,0.08292008813947455,0.03851383290229606
170,24.791595311355053,12,3.9762519052168734,17.599471140094582,3.0,13.0,2.0,0.12620808492380392,9.898309070437953,0.1171756570055406,,,,,0.028064344132971,0.9738692197958344,3.0,3.0,2.0,0.011840129553045321,0.11076346849732532,0.7668387307028882,False,143.07543419028931,80.37599204876751,0.3747527385362448,0.6857740872975678,0.24131693169311505,0.07937651262957296,0.0919309214907153,0.3128361677392077,,0.4208234273839959,,,0.1853998778036451,,0.08697019075076012,0.09696542928389898,0.006722398722184061,0.0038454330422637564,,,,,,,,,0.1577416339864188,0.21018494277709926,-0.06610161887238049,0.02850560240067197,0.012301692063301041,0.3175277425008871,0.4972490878147728,,,,0.06888864952303157,,4.157444814236095,3.811098326733583,0.3567057957230885,0.07742034064789523,0.047911559709070635,0.24131693169311505,
171,20.240792494975466,23,4.462086547651471,15.91047346635218,3.0,15.0,2.0,0.1467675034867451,8.413358137262009,0.6844635455330428,,,,,0.13890362554401714,0.8536342836003341,,,,,0.23163454147191545,0.10043003810673604,False,10000.0,1.99992334073654,0.040712369181715724,0.06822755767579965,-0.00999267390946185,0.04831169965388697,0.06381228544127919,0.02389213177123128,,0.4226882939808552,,,0.3689565853370508,,0.07330894582154962,0.08318687149009436,0.012463208954619984,0.005567577936017743,,,,,,,,,0.5375974253793235,0.8530034421332107,0.27956781482444426,0.01513498940736954,,,,,,,,,2.3530345508421187,1.7023619037266478,4.268620978063086,0.022458470313574033,0.0041250899988796615,0.012463208954619984,
172,72.33429832622535,12,3.061989433877212,18.574995808055306,3.0,15.0,2.0,0.12487989861220185,26.184770241481928,0.1006699519459462,3.0,2.0,1.0,0.10209767068670576,0.7359307197381666,0.7750640946262104,,,,,0.9869232662291342,0.61271241346051,False,10000.0,3.010239314175505,0.0961491278225971,0.2300024738298969,0.04621238565177928,0.3645011955625762,0.0556133507164686,0.1362746628170516,,,1.1424947264356475,0.11328301236897048,0.4307500691382277,0.04806069296355783,0.12265364321983452,0.12770379119005526,-0.009112868123091459,0.003260782632657585,0.052546038759948274,0.08144674317255605,,1.7391084279430775,,,0.06364352219225057,,0.1567859390152126,0.185931873754312,-0.011598944728069042,0.03449066463695656,,,,,,,,,2.5829715534739552,0.3520834745988369,1.5641679463385054,0.12378167252561866,0.0028289287696901693,0.04621238565177928,0.04806069296355783
175,10.31040561259059,12,3.1052358970818843,10.288733011176678,3.0,9.0,1.0,0.8234639955550359,3.0568901208892165,0.08205686427701296,3.0,4.0,1.0,0.019236699438322756,0.5602589344747819,0.2922978847842403,3.0,3.0,1.0,0.035577521434390864,0.07777862191513288,0.19429757108717385,False,10000.0,2.0755848336538087,0.44312273014861503,0.498691014525551,0.0006195982478413593,0.024528438081971686,0.021540183138484496,0.5099697465193486,,,0.05282664856339908,0.4555104524971412,0.0559976055945009,0.0012894126725416107,0.14713767953764165,0.22027498227524567,0.0116521475191651,0.11311161125414745,0.02749999355887484,0.2750341681150619,0.9285325675652673,,,,0.10929604520154176,,0.13987202034638785,0.1640755637918947,-0.01966847682544699,0.030701842489111224,0.02128184159426864,0.4622338755392334,0.5070721442986796,,,,0.009939344616575124,,2.5982722178152247,2.942020045089341,0.8963365340383094,0.10629177180942236,0.018173918832808646,0.0116521475191651,0.0012894126725416107
182,25.831105879121704,23,4.652845485386622,16.01405007455928,3.0,8.0,1.0,0.08107350790013018,40.16548771720184,0.3659308284551813,3.0,5.0,2.0,0.017275261562155284,1.1186559169195889,0.4902492511468977,,,,,2.4241596200671016,0.0910137029649708,False,421.40442048036385,23.231850217740607,0.08863302338089292,0.1281324062846302,-0.03442043760872082,0.05064518419746141,0.06133517403882086,0.11582430209952765,1.4175633023499312,,,,0.12423469802684572,,0.5253448108098878,0.547964164604685,0.03943835761465301,0.004598043904296666,0.12203850903639055,0.5111386950010939,0.99150121452164,,,,0.01867479596404773,,2.6048435523387656,2.9754408592668264,-0.09284797388544128,0.006442056224518211,,,,,,,,,3.2898087372018128,4.108486779871696,0.9929588090476189,0.000373312162128721,0.020993821851426703,0.03943835761465301,
187,84.11098814787803,12,8.518749490000713,13.679221288335096,3.0,7.0,2.0,0.1997452554050471,10.550614753674168,0.25320582051193946,3.0,5.0,2.0,5.865106332845828,9.404722551447577,0.7616777887822599,,,,,5.2739680165318426,0.4057369986221478,False,10000.0,2.008776682939542,0.6629829464575188,0.7288717222682521,0.34582920956894714,0.010133520180199366,0.11132848810301403,0.4280558961764011,,0.9253618363321864,,,0.11813156805761567,,0.2151543488476178,0.26663457743922336,0.0818427096177618,0.0012336695760791982,0.09370369609713416,0.26254321189427826,,,0.04614594610776535,0.26166824981027803,0.023073473137627983,0.020720850967547857,0.6083926899025784,0.7198610195683934,0.2337439849400301,0.0056114866457877225,,,,,,,,,2.406759244942825,2.9884864488740988,2.5509419982889883,0.0008097301144065642,0.0014095594821831054,0.34582920956894714,0.020720850967547857
188,20.516952733939263,23,2.8503550927995422,4.475320879659655,3.0,7.0,1.0,0.6433060792566768,12.042138951009429,0.17340129554796374,1.0,5.0,1.0,0.047891017494035466,0.9273320989195759,0.301405368364958,3.0,3.0,1.0,0.019840537752124115,2.4252252154074347,0.10908806160574236,False,646.7234426880402,16.44345817925793,0.2289036607651689,0.2704102750188297,-0.0006321024962017613,0.06589602069416405,0.029846837455569188,0.31435691141450445,,,0.20186829261144199,0.23938415318818065,0.029198999691109367,-0.0014414762484949591,0.11692518914776652,0.14309930871429685,-0.0033427001171197337,0.07079363385037761,0.03321904442296332,,,,,0.01356213720600232,0.09640727949620044,-3.297388751061944e-06,0.4792730791863257,0.7909459776632835,-0.004339279871314886,0.2453153280395721,0.041762082616086826,0.5540089225748828,,,1.8646630436354827,0.6771025604058858,0.19360254247977812,-9.795690642914634e-05,2.462825851630266,2.8080516914390987,3.084063437350885,2.9372950677999623e-05,0.006426996617855653,-0.0006321024962017613,-3.297388751061944e-06
192,18.97277682767137,23,3.9827651417715626,16.872802773653103,3.0,35.0,2.0,0.19369255133157026,72.72733067241825,0.2283195264282579,1.0,4.0,1.0,0.013727421227815263,2.878153508800565,0.2775050606711064,3.0,3.0,1.0,0.011225785307021063,0.5354971704212699,0.04004294744533737,False,196.58153155842646,43.44489059175213,0.051233565801263016,0.0701138277519529,0.05505382601302387,0.01645033261319501,0.005615334023542742,0.02544863016650797,,0.8186841370992477,,,0.3364551984667249,,0.2359836222452861,0.24517503271617655,0.009939178336612082,0.0026653156348120798,0.06609970085203917,,,,,0.0038860144674195984,1.6718243567082778,0.014610596322155318,1.6868106147533912,1.6984588007987027,-0.0376368034068546,0.0010560783852275632,0.05542693827777825,3.0079954270228773,0.5322889159348775,,,,0.0017550139370079596,,2.9445090413034247,2.953675063534622,0.1809385682891236,0.0034136307392505553,0.0007816922669392403,0.05505382601302387,0.014610596322155318
194,12.132910782083284,23,8.103918636607077,6.567270463371531,3.0,8.0,1.0,0.055452644019952375,0.5743130035774846,0.0932723709954197,3.0,8.0,1.0,0.9487673824720578,0.6235921145266586,0.1936246696118108,3.0,4.0,1.0,0.0068040229548938045,0.02078822979548751,0.0917907570690923,False,492.2232362923522,19.09647091843538,0.21390364529169287,0.38099637947073856,0.21657684044914735,0.07405176393031113,0.008763666474174436,0.2795979652011641,1.7001736476360918,,,,0.4002148164028026,,0.09149935267416144,0.15198559404531725,0.04884440545620817,0.0914307390674588,0.00837340128993232,0.09603839773742724,,,0.6530766221924204,0.09938984358405993,0.19933066534989105,0.04597495808168412,0.1156768371690684,0.13644322703314835,-0.027322032806026728,0.01342257220612314,0.007098714579452718,0.7619926517341575,0.1979916143204156,,,,0.00289833177947479,,3.0933912883878234,3.4944785509110425,0.4804988386965305,0.03264195164443271,0.10914463393604584,0.21657684044914735,0.04597495808168412
195,16.668472609981116,23,5.112707136188153,6.439817982162976,3.0,4.0,1.0,0.6537234085046066,1.5363073328102823,0.252292814482881,3.0,7.0,2.0,0.36604267093443227,2.1411453849918898,0.519882285065377,,,,,0.710709240067568,0.21367963425789827,False,999.9792262913362,9.818073407396074,0.31597478075623875,0.3931302525383538,0.023846264335021173,0.032951553740650466,0.07704036954458611,0.3781782632165153,,,0.17729840143237502,0.3212200294485756,0.042309059678216264,0.023099204424251688,0.12328717584227453,0.18190749711461945,0.01778294437548442,0.046838242476641694,0.09631367738524366,0.09142917245539198,,0.2173025758678156,,,0.3942405957488223,,0.400812170708719,0.6808844058541867,-0.06628335075193044,0.06885363740706382,,,,,,,,,2.483337426021842,2.217300188624371,1.3147735845513988,0.10629177180942236,0.02539008434388261,0.023846264335021173,0.023099204424251688
197,16.75104549486884,23,2.5961359247827835,16.557433702553386,3.0,21.0,2.0,0.07997370921650221,1.0548054681833874,0.4002586778661911,3.0,5.0,2.0,0.012706538364478291,0.05892448216416243,0.4973149163438973,,,,,0.014265333281623441,0.06931307765619925,False,1742.0436536693603,8.158591294673373,0.015257575054772153,0.021903260795093187,0.0003798795658458782,0.2668281680719037,0.017621602978393415,0.02619348775930438,,,0.6509139685193894,0.012297764070296664,0.30180683032088845,-0.006975578965839833,0.03880823306315806,0.04956497711852178,0.000476284362486462,0.1728822422951621,0.007186664304675289,0.1117407839545172,0.5929012050381159,,,,0.03592153980415474,,0.25038944524257034,0.27757916783739844,0.004680706737979518,0.04487209566696042,,,,,,,,,3.3386313902769764,1.3017868665691052,3.2099742337903403,0.7613652067734031,0.010746064612874624,0.000476284362486462,-0.006975578965839833
200,8.387059576909987,12,3.8434778418268722,3.777459390565656,3.0,6.0,1.0,0.09487723532614817,72.64301661797096,0.13691942575783386,3.0,9.0,2.0,0.5169841812148596,0.25284561317122584,0.3457161653522929,1.0,3.0,1.0,0.029183428128225733,11.08411353878993,0.18365130796782886,False,69.51707705311651,128.00489766600109,0.5870906809807773,1.258184229891241,0.01792864477291308,0.08392009893001208,0.03807682410218016,0.5513980113924986,,,1.8531003434857012,0.2682894642989015,0.976705078148224,-0.16119780083878915,0.09736084937250444,0.18579980017494668,0.008165481896113777,0.1598679454213183,0.029893935133883862,0.186187344961282,1.5231678823952512,,,,0.4148120986702448,,0.4649752080776328,0.9108439000070196,-0.036927236837466126,0.07036056695121096,0.034016860806054136,,,,,0.005721935560002696,0.6901671308460376,-0.0070757320449222234,3.1709140307462165,2.6173870890778215,2.3509698028115387,0.21843248443050312,0.09785214921259787,0.01792864477291308,-0.16119780083878915
201,20.797277989880726,12,2.8564323261957467,15.684076184589564,3.0,21.0,2.0,0.14685590954240446,7.2087559538093124,0.06872786987215826,,,,,0.05712635525770868,0.5975395582778211,1.0,2.0,1.0,0.13727245795165885,0.09059035219863906,0.4948048079525797,False,,,1.3434930389920985,1.7628119253657517,1.507308430422824,0.02835727905500772,0.04862534759425018,0.2648624437963178,,0.05279305593553132,,,0.3653087171943394,,0.09450382361587226,0.12967523353497495,0.03414932699671744,0.010822366051818863,,,,,,,,,0.12896831948784826,0.2790248376632693,0.04099774785208857,0.03261016274441609,0.011816224804776338,,,,,0.0006182596249114361,26.986227999418887,-0.02840532689139672,3.3982106120202817,4.021042375067953,1.2569060372469099,0.04667764677246212,0.3172545779398312,1.507308430422824,
202,25.63284466997845,23,5.712775830102742,16.87995913785015,3.0,3.0,1.0,0.10088985876491302,1.3880451303703116,0.6178609962531749,1.0,2.0,1.0,0.09782032612379687,8.400621844023233,1.074581802383865,3.0,3.0,2.0,0.07919482386426786,1.9366973767823672,0.2822991636416328,False,190.1158659490017,51.877605098463796,0.1810557194489328,0.21840297830850489,-0.0239654727796214,0.02604350385637316,0.13905476459094318,0.2823149259208261,1.01018079214777,,,,0.06711051180914329,,0.08192114728542008,0.10738254660311032,0.019357915798278245,0.023023003872088492,0.22749882765645565,,,,,0.0026622565748361327,5.121279807423691,0.02790015156453007,0.19551559525167267,0.3247126184037242,-0.10975784960792596,0.02633041022715547,0.19463308969702675,0.4341463981369674,1.0218877054660849,,,,0.17593358146641128,,1.5476013772389867,0.4655682556195242,2.8241960731376587,0.3599028659647988,0.03086231396827365,0.019357915798278245,0.02790015156453007
203,11.934312833613221,23,3.850135216366216,4.438773439462811,3.0,11.0,1.0,0.15595715785571826,0.0882683993091404,0.07230296970354125,3.0,10.0,1.0,0.13926812928569735,0.15150378880480125,0.14314492458753486,3.0,11.0,2.0,0.022912471430610853,0.050463985032890166,0.06606524171389662,False,10000.0,1.920135253658393,0.17182449573658487,0.22544832484724564,-0.004323810713292543,0.13498610332649486,0.003558053567250843,0.2352875912765159,,,0.3245676329163628,0.17641749001229592,0.05523940705762918,-0.004029432651735147,0.08446892926219855,0.1200943768179082,-0.0006335985421427147,0.1800973213538394,0.004454552109569512,0.1298535414636698,,,0.4527669183962146,0.08360585772659312,0.1313986844563663,-0.0004893713238545078,0.07071410225176794,0.16691708092656046,0.006216485545869415,0.2758897114270093,0.00948972269213301,0.06898927362952313,,0.02594448641378075,,,,,2.955307443256913,2.5070867399153824,3.4308200088646803,0.4031026070200811,0.3204420418008715,-0.0006335985421427147,-0.0004893713238545078
