,betaouter,nearpair,betanear,betafar,numfixedpointsnear,jnear,knear,strengthnear,C_AMDnear,EMcrossnear,numfixedpointsfar,jfar,kfar,strengthfar,C_AMDfar,EMcrossfar,numfixedpointsouter,jouter,kouter,strengthouter,C_AMDouter,EMcrossouter,unstableinNorbits,tlyap,megno,EMmednear,EMmaxnear,EMslopenear,EMrollingstdnear,Zcommednear,Zsepouternear,ZfreeICnear,ZfreeOCnear,Zfreenear,Zstarmednear,Zstarstdnear,Zstarslopenear,EMmedfar,EMmaxfar,EMslopefar,EMrollingstdfar,Zcommedfar,Zsepouterfar,ZfreeICfar,ZfreeOCfar,Zfreefar,Zstarmedfar,Zstarstdfar,Zstarslopefar,EMmedouter,EMmaxouter,EMslopeouter,EMrollingstdouter,Zcommedouter,Zsepouterouter,ZfreeICouter,ZfreeOCouter,Zfreeouter,Zstarmedouter,Zstarstdouter,Zstarslopeouter,testnear,testfar,testouter,KSpval,AMDerr,EMslopemax,Zstarslopemax
73,16.135410424041456,12,3.802803290637764,8.906614163332053,3.0,19.0,2.0,0.17702054496533506,0.7483866084855472,0.07648104466602756,3.0,5.0,1.0,0.01461931062637759,3.5452621972508402,0.24091662162491634,1.0,4.0,1.0,0.005055221210301756,1.6553439870618014,0.15275287732530768,False,185.2992437069754,53.042256564214156,0.2291744290780028,0.3611315961429166,0.1555996490844897,0.07956504442351968,0.014869710006648969,0.17267160683953328,,0.4261304006485533,,,0.24801246818675785,,0.07462755429521625,0.10286537205676917,0.004820542155043978,0.039566916180252966,0.015498134111547298,0.19004865760726555,0.7339338079432118,,,,0.048454472498983936,,0.1066532025069222,0.1961823564601995,0.009116202024166192,0.05879057233450144,0.01699128784595434,,,,,0.0005341280745596043,0.038141022234673985,1.290877260051813e-05,2.8648253544248417,2.01594553043808,2.6045360556982646,0.3198116437605909,0.034874392438091165,0.1555996490844897,
75,14.506515270176571,23,4.267562400096483,11.627707045463707,3.0,14.0,1.0,1.4108915916487963,6.574223450245472,0.1701561273814601,1.0,5.0,1.0,0.01832528665505926,0.6564492720301702,0.2295230556702417,1.0,4.0,1.0,0.013422075479944324,0.1574807250167306,0.050734194266564336,False,2707.99306170557,5.532680613025605,0.12761244240791714,0.1527787764667121,-0.007169703509979063,0.013689628857194514,0.019635727635177836,0.14430192713599446,,,0.17491674558006176,0.12654485004101745,0.059266383118761735,-0.005103516028924815,0.2228155809585683,0.2745159689087259,-0.026308135014659992,0.012438746081867205,0.0354698214436746,,,,,0.11080742638750436,0.6731397830755856,-0.032592181870684696,0.8403008473452775,0.9846315954478958,0.015027851215732997,0.006014328120563115,0.0304203258292856,,,,,0.004706092524739228,0.16094291969101898,0.0006018559919033371,1.0627216709775056,0.022995703874958247,2.8711502261123867,0.5491661614735049,0.01794273287972734,-0.007169703509979063,-0.005103516028924815
77,8.538766524934424,23,10.92015758936485,5.601402678348972,3.0,15.0,2.0,0.019621171165014405,42.67815749421922,0.23600402208685334,1.0,4.0,1.0,0.034353565383005234,5.318523624697418,0.3597461833580583,,,,,2.696357131082986,0.10011469142493586,False,292.41722642370394,31.596267472676484,0.18756450125040144,0.2791444901113373,0.03082783851954242,0.041972274828193726,0.03341918501142516,0.024207496875996604,,0.07465874033842933,,,0.3652862931062702,,0.08443138429577936,0.10752618712527223,0.004480390987481083,0.05749519799693655,0.03346612665066777,,,,,0.007030716338299401,0.015467740081874853,5.829178158726941e-05,0.3142826166861168,0.3779547176626282,0.0015804323382674825,0.022971574496747717,,,,,,,,,3.2675269571749683,1.6273055962424374,3.1786694317441215,0.8110410183808878,0.002837639488200683,0.03082783851954242,5.829178158726941e-05
80,11.743044413347327,23,3.3565949914474325,9.570766028418738,3.0,17.0,2.0,0.30247793757864383,0.1688838757497218,0.21521260786042568,1.0,4.0,1.0,0.0482853610032792,0.04337017059039985,0.3211950298982286,1.0,3.0,1.0,0.03036172225255352,0.010786009609296196,0.0872130698383732,False,199.2889913303761,48.97178128683132,0.07362719812473341,0.1199708061115975,0.005990870615760625,0.18874829575251226,0.00404365566481616,0.10060015450376,,,0.9523822522369187,0.07185017257327456,0.1456511968366431,0.0029295986482518557,0.0433129078588473,0.08563875732561536,0.007945375698871583,0.1896375417978529,0.005158573285962217,,,,,0.00872458943559813,1.0805782278592742,0.00423715237026285,0.0935203218693465,0.16886069662871775,-0.026297127699134826,0.15566721190161667,0.004979916128298735,,,,,0.014928075599944787,0.027024839727489685,-0.0001865863244610657,1.7470017767206345,0.8334567412721222,2.6822289501793586,0.5491661614735077,0.25426627677827074,0.007945375698871583,0.00423715237026285
81,43.15382765323793,12,11.870334082535784,13.734161116243165,3.0,4.0,1.0,0.04785473388191038,18.353415258782533,0.20145213211622987,3.0,7.0,2.0,0.8848782257196246,2.07358210022766,0.5036231101463486,,,,,3.32423069286435,0.25150479986071256,False,10000.0,1.9343644000238975,0.6838500217427722,0.7057448042970652,0.059502868520195526,0.0023963897473817213,0.14741461018048746,0.7577456838822427,,,0.12733240833390996,0.7698745087812591,0.020085442161104885,0.052275965684327984,0.04459268367387492,0.046860263252510234,0.0049925529316320475,0.003762691857062789,0.1329957184366513,0.018473174791686597,2.246712800159305,,,,0.9604523309761898,,0.4613872134118841,0.4733202260361083,0.03249705086278197,0.0027422431676150925,,,,,,,,,2.8057259507126933,3.973760864401557,2.6925766268460034,0.24912032165509,0.0014927616525045062,0.059502868520195526,0.052275965684327984
84,17.060571577491064,23,4.814324909956712,18.997096537558857,3.0,23.0,2.0,0.13243714924312985,2.932288491429169,0.1614526567354945,1.0,5.0,1.0,0.02776919152157189,0.6605064180208763,0.2341380456300989,1.0,4.0,1.0,0.002116714337113857,0.06344189780960266,0.06258144787313316,False,429.07068648442294,22.893960483122736,0.0400496871737954,0.08832433456694208,0.07072618167226934,0.06553235840843552,0.002989726318934985,0.03883379411354695,,0.4806128943162393,,,0.5791113107892495,,0.022943509324927308,0.048622076490141435,0.027602285203957563,0.07537283920275288,0.0010855592235121023,,,,,0.0018179311077059536,0.9302667753561941,0.0014719511621422517,0.0476751011454819,0.05418139318011643,0.006291490139090117,0.022628489629050882,0.002907609926560666,,,,,0.0011131576651539944,0.001084075081946073,1.4396283805839574e-06,2.2288380179524063,2.6411538296208192,1.9126065298554784,0.8110410183808878,0.0013945065269311766,0.07072618167226934,0.0014719511621422517
89,28.73137593094582,12,6.331240648110367,8.319547073772222,3.0,9.0,2.0,0.17736534981369162,18.958741203842308,0.18213496243686614,3.0,7.0,2.0,0.5123518025610913,0.8405118954181434,0.4806619542869024,,,,,2.8609523861988144,0.2525320723402423,False,1131.0635337430424,9.230193791268293,0.3510229124922374,0.6560937855485951,0.4381506176724673,0.033342450868849995,0.05835032678631385,0.12343539158264535,,0.6746033173335002,,,0.4021874227768592,,0.3259409465125329,0.3456586035573067,0.01773214224693146,0.005731016422886362,0.040954450135439344,0.35286478492830203,,,0.15710331979199746,0.3429841058195135,0.011657357907491684,-0.0004009439588863772,0.7187218708828917,0.998506382549913,0.44833499465637455,0.010785188288614621,,,,,,,,,3.4237058241330685,0.3205732395077367,3.7975774239525775,1.790086303085429e-18,0.019902757171502816,0.4381506176724673,-0.0004009439588863772
92,17.918744632938793,12,2.8386796024246514,6.280858881439802,3.0,39.0,2.0,0.04007441969560152,1.4265712765842005,0.035871601559582265,3.0,9.0,1.0,0.055084933683898864,0.1843813877374348,0.11915590971628412,3.0,13.0,2.0,0.005091420411431938,0.20486655308255544,0.08040022337837152,False,466.1822756364669,20.93274162739597,0.24577676047519506,0.3701253025041101,0.024827845684553797,0.20694697244224208,0.0035330409432480967,0.20052674708049925,,0.2335470761757286,,,0.4535306155241105,,0.19709871394235107,0.21377163422428785,0.0002101273625589785,0.030819416857314583,0.0031016140246374513,0.254568913165206,,,0.2513795025574172,0.23024284015937685,0.010740556622547491,-1.0869806145609004e-05,0.30149518308546275,0.4355450974963298,0.01264063654457102,0.09215753704701582,0.014040702026211969,0.22913949871944556,,0.6501124135692797,,,0.4892725561843404,,3.7252748011766985,1.4810816163438754,2.877500404453573,0.5491661614735064,0.02632250650113016,0.024827845684553797,-1.0869806145609004e-05
93,27.689419842340445,12,9.754148718086142,12.681689046577096,,,,,1.6712695233776305,0.3517086762829719,3.0,2.0,1.0,0.09447564654050757,0.3860025150123889,1.0801435844030158,3.0,3.0,2.0,3.6641443601156416,0.1970471538233715,0.5388993360042252,False,5779.9897239990805,3.5770961593235056,0.5167156578089307,0.5323851370895794,-0.04096186321032095,0.006092989150411734,,,,,,,,,0.1090432430901478,0.13233340813198186,-0.06191656582417353,0.007223826074959616,0.09758085990726592,0.21372929415317765,0.8192900014668208,,,,0.06142487077645579,,0.17754271183330445,0.25135614097624537,0.18200439694823647,0.006847732469977677,0.20957743920672595,0.10120748503858426,,0.8390875547105002,,,0.1984410038609106,,0.4950211697309986,0.059162991566485884,3.1454141795707327,0.9307144002524204,0.03147558624342303,-0.04096186321032095,
94,32.83381708365409,23,20.066030763963422,18.816567601305486,3.0,3.0,1.0,0.02046831249334473,4.613527155094649,0.5873305785324622,3.0,2.0,1.0,101.66814828188723,1.699109766429082,1.038431411807037,3.0,3.0,2.0,0.015170523879376422,0.30751518248708265,0.2841883344121248,False,542.2664885708233,16.6678986490146,0.22683052643797105,0.2737212465974142,-0.19590575856725972,0.004911003476528439,0.05019931448700528,0.29011680692497505,0.8730761489311303,,,,0.1565839006656457,,0.18205436110650447,0.2128346395879458,-0.110235554943943,0.0034090068022208327,0.08392926843299955,0.23085775999770375,1.0700435741502572,,,,0.20136060559967167,,0.31988016211509873,0.3363800883985996,0.035361268811792815,0.0007617353955430258,0.08368024458080271,0.5710653779841846,0.4682247699159743,,,,0.006425282409045197,,0.005969044117208836,0.012684126481822731,3.1204585563780576,0.0002183068861607883,0.007672319061056056,-0.110235554943943,
95,18.24201570492601,12,9.655482830103496,10.530129134116116,3.0,7.0,2.0,0.12622753235574247,27.316257684652804,0.2489605779667564,3.0,3.0,1.0,0.5313795361240838,10.929991786611426,0.6400173569582582,1.0,2.0,1.0,0.04401806829815973,0.049667951900845865,0.31310578243239845,False,10000.0,2.481225946444269,0.5654705360927419,1.030505377964115,-0.0012758582668994081,0.02046641857326256,0.016436986474081816,0.5488899042861868,,0.3520350898244977,,,0.34947479765007866,,0.25180290672951394,0.3399105868055447,-0.07948522189921561,0.018576079481975927,0.07840638090785901,0.21900832719140936,,0.4221805127684396,,,0.2671636337336968,,0.2073711556736416,0.21146822237989246,-0.006973573813185235,0.004945021314986642,0.04633247572857886,,,,,0.002830591650404558,0.013896525630265015,-0.00011797392526431562,0.22077846552183625,1.1340213953118712,0.8330344756391641,9.937724991790739e-36,0.02493261305796748,-0.0012758582668994081,
99,16.61747807765584,23,6.9096255594898315,13.236985955304565,3.0,23.0,2.0,0.10226743514761516,19.82498544008199,0.3270104653452997,1.0,3.0,1.0,0.03597010273167663,0.5637498469914953,0.4100284909422752,1.0,5.0,2.0,0.026030742245281704,0.4506017528979875,0.06256018906028253,False,10000.0,2.614801179505581,0.0338821605560299,0.06608930313408913,0.0602697877665768,0.04814608619613957,0.01830298106644293,0.008802861729187357,,0.0642412016496573,,,0.5950976473087471,,0.08714014123896224,0.09689393411595368,-0.0237552656210878,0.013266892025537078,0.030014001209403736,,,,,0.002294028767201986,0.03403540512786315,-0.00025386188563693274,0.6478978294172221,0.6813112548840821,0.07731013423027247,0.005351126021649446,0.029940522650033132,,,,,,,,3.5139818744929032,0.2276691468393579,2.216023621027985,0.00012560356974528915,0.0007232667124935778,0.0602697877665768,-0.00025386188563693274
100,10.80165535087162,23,3.3097201805614223,8.581649346858061,3.0,8.0,1.0,0.765046375430244,8.167269336225791,0.3565246244855472,,,,,0.9204607544466444,0.4839236089148482,,,,,0.07358934162627867,0.09391571824773637,False,10000.0,2.5253566857059973,0.19220452154989248,0.2385993820417881,-0.030379004503923376,0.014050911392682143,0.026059219856710114,0.22194970316865573,1.2252783584417006,,,,0.11162182165520604,,0.17891937559163085,0.2227900272056596,-0.032225229857766595,0.02019900755590129,,,,,,,,,0.34653845331408634,0.4758059017602465,0.07796479559403535,0.012842161729443404,,,,,,,,,2.5237791309853623,3.1170933576585758,0.9679263687684224,0.00028605686888163485,0.011904473815029222,-0.030379004503923376,
101,23.59831807650529,23,2.547762779142237,14.730630446565351,3.0,14.0,1.0,0.12734612229841502,1.1693821585708477,0.2658149862759248,3.0,7.0,2.0,0.0073483489052361545,0.1453864065924826,0.32902027698242337,1.0,3.0,1.0,0.018045371916547526,0.1142259003224016,0.049932487284299734,False,10000.0,2.2236954673507228,0.09958872299234207,0.11246861933807104,0.00030147649344815404,0.05393000827005826,0.008398009564721066,0.11980738645528992,,,0.3213569732671259,0.1033416036695108,0.011101889657134163,0.00013118978531649614,0.20527073800398365,0.2309987803401488,0.0007903090562892638,0.013570115747042468,0.012778972140610271,0.06000661717074107,,2.6396728149881232,,,1.2763869084479165,,1.4296896847403455,1.7721465296140495,-0.00473424638759134,0.032110633050965384,0.022522496248340643,,,,,0.006844913879882982,33.16546535828791,-0.01989596978810753,0.6094747034757103,0.3660200660475056,2.8017742709678406,0.10629177180942284,0.05287268535911061,0.0007903090562892638,0.00013118978531649614
108,13.23707728806947,12,2.510513285682724,9.898847886341985,3.0,7.0,1.0,0.3751989111817916,0.6662949213068454,0.1108415783442384,,,,,0.2453930774620445,0.5074927862284304,,,,,0.1425610852412737,0.3570727056106589,False,10000.0,2.0310433303667663,0.268710135734629,0.3187417817390284,-0.0003862358218580834,0.08678978145113021,0.03395653458643423,0.41332356297489503,,,0.11742058933717718,0.2761596584964195,0.04304996328527884,-0.000642012824138823,0.10441435542303663,0.14903457547122784,0.03831431243220727,0.23091931210887964,,,,,,,,,0.1455526329140071,0.19610419189798767,0.03311347316214585,0.1863003694922142,,,,,,,,,2.285796111870684,2.6470397870592106,2.65238796641484,0.40310260702007866,0.03590770664453863,0.03831431243220727,-0.000642012824138823
109,9.776472973250044,12,18.961099404413023,5.483068127736335,3.0,6.0,1.0,0.0021223936032784157,4.199907603540671,0.12087724769099932,3.0,9.0,2.0,0.1964311841246528,0.6783635647352869,0.3256950199474236,1.0,3.0,1.0,0.023949139082271767,0.3029283471649388,0.1827298865048316,False,3981.961002235912,3.9521822046976514,0.24488060447108506,0.5258204229639972,0.10399154460693233,0.06576699476682073,0.01844291909418163,0.3175085896956913,1.8294726363345004,,,,0.24201994661208545,,0.0913232254009412,0.18427477251119115,0.034610227658073554,0.053961052051083536,0.006371482606412665,0.04436964657078528,,0.2413072952110874,,,0.5689898665549648,,0.023954917274909417,0.03449972587813939,-0.00389535300092952,0.25041437643856496,0.006992711967702152,,,,,0.0080776279249121,0.006279176065574961,-4.512315114318195e-05,0.5304147285940392,0.5160677877460034,2.32297787322134,0.6555503111669643,0.00021834335444074568,0.10399154460693233,
113,24.018051437262468,12,4.892744100599884,19.570015171719607,3.0,8.0,1.0,0.08563238542417803,22.31601617019796,0.09100487174248116,,,,,0.0654651413960695,0.9592996283291556,,,,,0.12264217416776314,0.7958669838017232,False,10000.0,2.0062002157655168,0.5272522610064411,0.6400743997829959,0.06325921491860997,0.054178087781308434,0.06503917821037668,0.5559203986271283,,,0.5794633312176336,0.5145077334775384,0.042741625764787614,0.02670091865970034,0.06922917915955837,0.0866256357296116,0.010318997812764748,0.008241982439070754,,,,,,,,,0.09952700152886444,0.1413939576377329,0.033970103896284014,0.02230508959345873,,,,,,,,,1.7433665605186919,3.8686171705357593,0.7029651221064618,0.14355816610478422,0.0011090565883477266,0.06325921491860997,0.02670091865970034
115,27.85975731870993,23,11.10770909503553,20.291988488203014,3.0,5.0,1.0,0.03743513563874811,63.329879440549405,0.5876806338518241,3.0,2.0,1.0,4.119199653026406,10.095468244925867,0.832906942581859,,,,,0.3233343104113733,0.15445569058501318,False,521.7767179821982,18.268442215487173,0.1064138502838339,0.14113870388518515,-0.03044098526984526,0.009996799057278391,0.05518218478894929,0.1345641431165557,1.0847927375491797,,,,0.1502319462079714,,0.06037609615949121,0.1254550679376503,0.05295742741087685,0.013156637424095246,0.09618321121524627,0.10648389044123242,,,0.7369437664557487,0.08176190566906343,0.3169440999729516,-0.013217834869251092,0.3120327985153412,0.31570119209613834,-0.008849448587876625,0.0005309925831190995,,,,,,,,,3.1580352021651854,3.732978556688911,0.11353329040802684,0.3599028659647988,0.0014835283768821982,0.05295742741087685,-0.013217834869251092
119,27.515416416986355,12,4.09255635750835,15.3660456476825,3.0,8.0,1.0,0.04479545021809521,1.2464263315344972,0.08891376096523569,3.0,3.0,1.0,0.06662071782857074,0.6618512704034571,0.4192929873487919,1.0,5.0,2.0,0.004240851341397708,0.4282309311585437,0.30340256338637983,False,,,0.5277832171438561,0.7520238210692762,0.0006647906753377206,0.057011125636762375,0.042724302445762224,0.4941553020225991,,0.6474976043710357,,,0.02945116852711664,,0.10474279469276228,0.13907114982429558,-0.006360294622532017,0.030850774792928706,0.04152070542871253,0.1631299743352143,1.0295187839418458,,,,0.07621160696796797,,0.17879101016239338,0.289433478838148,0.018593202469751158,0.05352162312356348,0.04716960459787817,,,,,,,,2.017857900585184,2.9387259779360977,0.6829076593654414,0.4492545062704516,0.31229610215771714,0.0006647906753377206,
121,20.071134956968887,12,8.329008220676219,13.526027263877829,3.0,5.0,1.0,0.7916472074011309,3.450110343889166,0.1608494960000905,3.0,5.0,2.0,0.06320127436741589,0.34385969544355005,0.6369629185827822,1.0,2.0,1.0,0.028743983318919912,0.055870337387625084,0.4101422486060627,False,6235.6124659962325,3.4616414613414173,0.409284028757976,0.4683495134543126,-0.10090600489940033,0.021551325702083603,0.03642465463998955,0.4845741076650835,1.1361824733861914,,,,0.07592686021049913,,0.11001624815897837,0.1426975523918272,-0.04265357504189372,0.01523543709113656,0.05103473053037744,0.085347687305222,,0.05648183447519557,,,0.581439244631025,,0.07018235095230271,0.10950240681842588,-0.004199041004284938,0.01691317532633511,0.052509684493874484,,,,,0.0012076904789612055,0.030536013099441168,-1.166138282132398e-05,2.113215190773424,2.615689670958446,0.4689894493928037,0.6019152823234257,0.021124193064704155,-0.04265357504189372,
122,15.910454354367914,23,5.046473006556812,19.64091561783449,3.0,4.0,1.0,7.588528438065232,3.0293481968606097,0.38737057639399136,3.0,5.0,2.0,0.01017317377200221,1.9446871225307687,0.681025980099673,,,,,0.0918334314286219,0.2116632777876414,False,1282.8841408017654,9.610342493520736,0.3914674011395219,0.43560426440844896,0.017243838539279688,0.004573270371076262,0.049465353432608,0.3732177369120407,,,0.05412666223961307,0.3616068306668849,0.04279260117878079,0.007722499108329909,0.22827209265106516,0.3136236237303496,-0.01044134487894105,0.011625048886309693,0.046607175143707914,0.19349100108975092,,0.6746077505492039,,,0.21724961635955187,,0.2421842315750916,0.2837721317127879,-0.040023050385037534,0.00815675879750657,,,,,,,,,0.5814059459191654,0.7582757129981335,1.1161308344304468,0.09090010387130854,0.01405250309106783,0.017243838539279688,0.007722499108329909
125,11.882676088875888,23,7.197553559768371,6.318362642515263,3.0,6.0,1.0,0.06534252176980505,21.803557342606908,0.2102058360326561,3.0,4.0,1.0,4.394008449233164,0.384606898900412,0.3723596405855761,3.0,5.0,2.0,0.00313798116633023,3.9797288524045986,0.13398861559327702,False,421.568546897426,22.947825703650665,0.2330857346706033,0.4221549850368802,0.06841242931867354,0.07416017773549778,0.05128884930211601,0.26802311780984084,,,1.2719267329126638,0.2253329708763515,0.4310723089067143,0.0890182349226006,0.15549838026289742,0.17390516593960434,-0.0019984153337933514,0.02859415002123077,0.02373865041545809,0.19797890942879856,,,0.13550754394493855,0.16250006615055873,0.015932645503525692,-0.0011658004695344947,0.20741047336991364,0.34841181558523315,0.11535147048807493,0.06323933804309935,0.02590819136960074,0.8838073949779143,0.5319438510563032,,,,0.04444940229276212,,0.4779968978663893,1.5304287504279734,3.5130503751586133,0.5491661614735049,0.012608405508458443,0.06841242931867354,0.0890182349226006
126,11.241528407912003,12,3.934566410240804,13.811615126537578,3.0,10.0,1.0,0.997865198876654,31.369248748365173,0.07297852650046918,3.0,6.0,1.0,2.3837308276757594,13.180945274087668,0.21159000335411815,3.0,4.0,1.0,2.192887719260097,2.198233975988072,0.1291838312046484,False,10000.0,1.997770812891808,0.8116300133726495,1.1345611104748523,0.783309388569683,0.006075912861061764,0.07100113188633445,0.8498816699924485,,,0.09176746127022647,0.7851046331384454,0.3670532936747799,0.8664147576107959,0.4447851895443338,0.5544024315363535,-0.05428001242934237,0.009667237192760091,0.06664110827945613,0.4818695390519051,1.153268007242278,,,,0.2583909067003756,,0.38019968891284506,0.5937677596813055,-0.29599369066131803,0.009701339978983224,0.0703986685329484,0.5009786926820796,,,0.14661345919057567,0.4557107615379242,0.18125190378192216,-0.2457330832127047,3.062654121168393,1.580629387675678,0.027560409269922908,0.032641951644432884,0.002324724751119389,0.783309388569683,0.8664147576107959
127,18.10027443770208,12,7.9136808548067314,12.768159869046448,3.0,11.0,2.0,0.08473435056003539,27.46846585741014,0.14109844436210656,3.0,5.0,2.0,0.01125581892230158,2.56682692184696,0.5912762668103599,3.0,2.0,1.0,0.5662192293748026,0.04666977241419988,0.3945126949146885,False,216.2409385588068,45.92141294433426,0.5932340402628977,0.7742124588887132,-0.2662272457457878,0.0384566235801975,0.06601702379443143,0.7299939536332808,1.1144887310090434,,,,0.17022857029632008,,0.06446101775984048,0.16688359253644958,0.03865977212299119,0.04380002700137132,0.03316392741422085,0.1294116354270835,1.3502072600762791,,,,0.2752604875076904,,0.17391759129131087,0.2392231124863679,0.06065887157264031,0.05760460603371535,0.03834619653505257,0.13934745343083604,,0.4919887589095177,,,0.2293769300808833,,3.2542760744742503,2.185300671778435,2.6212163676965567,0.319811643760592,0.32708588016534285,0.03865977212299119,
128,88.50602190923071,12,16.40243548252115,20.11684400989564,3.0,7.0,2.0,0.06698387122552375,6.698171717816748,0.2501390595163384,3.0,3.0,1.0,5.611495828643416,2.83580023614304,0.6382835102962291,3.0,2.0,1.0,0.009060822950744606,1.9702312565475057,0.31048102035149466,False,10000.0,1.9443583666199653,0.30302574534050025,0.3075323077690221,0.01716827187413514,0.00470411614153685,0.08200584955238249,0.3265546891187805,,,0.16229020686925272,0.3300417226665933,0.01153742492611902,0.005605250519021248,0.4519152416453854,0.4529519634680047,0.0020257349377069173,5.3295248353824374e-05,0.07529150968379261,0.5049942302712157,,,0.02453056765851573,0.4997926969962886,0.0018415330122844532,-0.003183446154094264,0.8550143767110899,0.9639499274508788,-0.21769035283209734,0.0012832958578458632,0.2494260998040021,1.0357145346044756,,0.9109268599775822,,,0.06760471471673841,,3.5345290384060317,3.380713782132487,0.05289115525846637,0.3599028659647999,0.0005909308529236156,0.01716827187413514,0.005605250519021248
130,7.692585951131838,23,2.8914512121224463,4.9259932795102594,3.0,12.0,1.0,0.41470961943717655,15.374757346727671,0.16358326262883285,1.0,5.0,1.0,0.11808123939061868,0.042233369579665433,0.2333861570404664,1.0,4.0,1.0,0.010411231051843823,1.3509407083228384,0.059989599931104975,False,96.17927364388956,109.7917638703076,0.30945339896999025,0.5872124052743778,0.11361714781889776,0.10826702701757812,0.013102440341511354,0.15791779060131028,,0.06872177332440911,,,0.6953271727672206,,0.07491801819671924,0.10376769607411168,-0.0009295939284053057,0.3049107535194449,0.0044016009657862785,,,,,0.04963944473543106,0.04496368433504012,0.0013643445345992696,0.8365232455095659,1.3538473275707719,0.3483951520756328,0.060593620846674724,0.005652571403113928,,,,,0.008889035927337191,0.2270559991684025,-0.0006992644473682059,2.810065038368343,1.516252385101219,2.787070580188544,0.018515440681510592,0.3859321415435543,0.11361714781889776,0.0013643445345992696
143,16.629508387797525,12,9.103101271912603,14.131468055688766,3.0,11.0,1.0,0.4763261174550679,1.6634487541671408,0.06579933618340497,1.0,2.0,1.0,0.200394140381298,0.005109548672254223,0.7023562538201283,,,,,0.008600474325930538,0.5972577538997297,False,10000.0,1.974012498400028,0.6732670649634342,1.2275434927816362,0.8058832317198953,0.09171020746694132,0.031443695487937406,0.6052185733419602,,0.4299584215612183,,,0.4122717795576018,,0.04639258860076936,0.05815085066037881,0.010619536825012413,0.12655622010183984,0.00010786177043028588,,,,,0.00800152500076046,0.03127653540748792,0.0007003811968112673,0.07818632485131874,0.08937323626815853,-0.021512080999208292,0.002073120263938389,,,,,,,,,3.2879116507446713,3.122844928793512,0.027892998275935697,2.4587191272653994e-25,0.00723036947662405,0.8058832317198953,0.0007003811968112673
145,19.774309516791003,23,6.265436616370418,16.65789391683989,3.0,27.0,2.0,0.009457209264387284,5.698737728152568,0.4195462444303024,1.0,5.0,2.0,0.0021860095162376187,0.03811983370649802,0.494558393512563,,,,,0.10125542774066897,0.05284234266870592,False,10000.0,1.969134662246217,0.013432943908968296,0.01966382219601111,0.0055372652662477395,0.024948977540971296,0.0034760991311974763,0.009844012899985837,,1.2117524380725364,,,0.2462799627450849,,0.019536691883152938,0.02082628964197713,-0.002669086857332545,0.007551197104282052,0.00722657199468347,,,,,,,,0.1932396967657486,0.22956586913844584,0.05341672307180453,0.009807245698676458,,,,,,,,,3.8264007297799836,0.42895376635861016,3.3228293143622887,0.9307144002524204,0.002846626336489528,0.0055372652662477395,
146,27.199512634491864,12,10.212074817481447,10.24574126452641,3.0,3.0,1.0,2.02322491754086,2.087936723366936,0.3108431424100775,3.0,3.0,1.0,0.08665917362871205,1.2712781633052546,0.7459651876964009,,,,,0.5348660970886476,0.3319405893876218,False,148.19380905533984,83.59514804499975,0.2968287649830044,0.5144891881729232,-0.051423065160333216,0.032873995434474626,0.1349175616588261,0.17839911452176488,,0.6102963885519471,,,0.29144115966423945,,0.2537518120660944,0.2997837818985666,0.05050498608628562,0.010255582968923429,0.10269901068098702,0.2577236531435689,,0.7815498365531901,,,0.13284843398909202,,0.6775670733820695,0.8786198866945245,0.07490990170039775,0.011652166829017064,,,,,,,,,0.6920308359844051,3.5617260236244537,0.8428503964993288,0.40310260702007866,0.0784711136129924,0.05050498608628562,
149,15.932843821555355,23,5.3049286939475415,13.774220566937482,3.0,11.0,1.0,0.01880844952082328,0.3249061581443526,0.12943646589555952,3.0,6.0,1.0,0.4981617026363271,0.1140058199513037,0.20089061369844732,3.0,4.0,1.0,0.011387017437764482,0.019859865893738896,0.06326530970135626,False,198.9363412014312,47.65344413452646,0.1884382770525822,0.2338510209388096,0.0009748501185476261,0.027804796020585998,0.004580659782332347,0.16835218265165947,,0.5178873474386979,,,0.1368911905654202,,0.09366847733558196,0.14424299602727747,-0.02893228238056093,0.03210860095391488,0.01314032729510608,0.05411540605008035,,0.3017165815618709,,,0.5794671980608033,,0.12028016185516653,0.3290140508597275,-0.013425195165446048,0.028671569297035387,0.005536753914387,0.8940859412792459,0.389153386962611,,,,0.0196336693099708,,1.0374059302290728,0.1961659061622366,3.1314580188535777,0.14355816610478422,0.2607953518364822,0.0009748501185476261,
150,18.378656729096495,23,3.3768824522508485,17.598644852293233,3.0,39.0,2.0,0.03851071119520435,2.5986215687627445,0.1404735801671643,1.0,6.0,1.0,0.0012165507897096929,0.4603231990790264,0.1811922702166161,3.0,9.0,2.0,0.0021001217661038487,0.22913271284424494,0.03570331725131545,False,1920.850454757128,7.924348485743343,0.027853282404811063,0.03803000538919527,0.0001583567887666598,0.2215119687839605,0.0034490533011858732,0.024573005654557185,,0.7335557984548428,,,0.09751549676789313,,0.024651905673691608,0.04027783977559708,0.003106451982304641,0.14646658162808268,0.0032885522895215783,,,,,0.00015092380812486042,0.014196687213781213,2.3345606243071237e-07,0.10588733090542564,0.14986073549272386,0.003077524373027959,0.08059722697992648,0.003333098625133357,0.4899490940490647,0.3674525894690928,,,,0.02300967405902936,,1.3975336687278856,3.3403259398833747,0.8545057939811298,0.027130694162290005,0.0062899318624660226,0.003106451982304641,2.3345606243071237e-07
